region_name,region_code,income_group_name,income_group_code,country_name,country_code,r2m_name,r2m_code,sdg_name,sdg_code,indicator_name,indicator_code,sex,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Eastern Asia,ASF,High income,HIC,"Korea, Rep.",KOR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,Lower middle income,LMC,Kosovo,XKX,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Kuwait,KWT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Central Asia,ASC,Lower middle income,LMC,Kyrgyzstan,KGZ,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South­Eastern Asia,ASE,Lower middle income,LMC,Lao PDR,LAO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Europe,EUN,High income,HIC,Latvia,LVA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Western Asia,ASW,Upper middle income,UMC,Lebanon,LBN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Africa,AFZ,Lower middle income,LMC,Lesotho,LSO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,8.5,8,7.5,7.1,6.6,6.2,6.1,6,6,6.1,6.3,6.4,6.5,6.6,6.8,6.8,6.8
Western Africa,AFW,Low income,LIC,Liberia,LBR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,1.3,1.1,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
Northern Africa,AFN,Upper middle income,UMC,Libya,LBY,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Europe,EUW,High income,HIC,Liechtenstein,LIE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Northern Europe,EUN,High income,HIC,Lithuania,LTU,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Europe,EUW,High income,HIC,Luxembourg,LUX,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,High income,HIC,"Macao SAR, China",MAC,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,Upper middle income,UMC,"Macedonia, FYR",MKD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,Low income,LIC,Madagascar,MDG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,Low income,LIC,Malawi,MWI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,4.3,4.1,3.8,3.5,3.3,3.1,3,2.9,2.8,2.8,2.8,2.8,2.8,2.8,2.7,2.7,2.6
South­Eastern Asia,ASE,Upper middle income,UMC,Malaysia,MYS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Asia,ASZ,Upper middle income,UMC,Maldives,MDV,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Africa,AFW,Low income,LIC,Mali,MLI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.8,0.7,0.6,0.6,0.5,0.5,0.5,0.4,0.4
Southern Europe,EUZ,High income,HIC,Malta,MLT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Micronesia,OMI,Upper middle income,UMC,Marshall Islands,MHL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Africa,AFW,Lower middle income,LMC,Mauritania,MRT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.4,0.4,0.4,0.3,0.3,0.3,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,Upper middle income,UMC,Mauritius,MUS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Central America,AMM,Upper middle income,UMC,Mexico,MEX,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Micronesia,OMI,Lower middle income,LMC,Micronesia,FSM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,Lower middle income,LMC,Moldova,MDA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Europe,EUW,High income,HIC,Monaco,MCO,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,Lower middle income,LMC,Mongolia,MNG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Europe,EUZ,Upper middle income,UMC,Montenegro,MNE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Northern Africa,AFN,Lower middle income,LMC,Morocco,MAR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,Low income,LIC,Mozambique,MOZ,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,3.1,3.3,3.4,3.4,3.3,3.2,3.1,2.9,2.7,2.6,2.5,2.5,2.5,2.4,2.3,2.1,2
South­Eastern Asia,ASE,Lower middle income,LMC,Myanmar,MMR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3
Southern Africa,AFZ,Upper middle income,UMC,Namibia,NAM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,5.4,5,4.5,3.9,3.5,3.1,2.9,2.7,2.6,2.6,2.6,2.7,2.8,2.9,2.9,2.9,3
Micronesia,OMI,High income,HIC,Nauru,NRU,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Asia,ASZ,Low income,LIC,Nepal,NPL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Europe,EUW,High income,HIC,Netherlands,NLD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Melanesia,OME,High income,HIC,New Caledonia,NCL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Australia and New Zealand,OAZ,High income,HIC,New Zealand,NZL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Central America,AMM,Lower middle income,LMC,Nicaragua,NIC,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Africa,AFW,Low income,LIC,Niger,NER,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.8,0.7,0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1
Western Africa,AFW,Lower middle income,LMC,Nigeria,NGA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,1.3,1.2,1.2,1.1,1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Northern Europe,EUN,High income,HIC,Norway,NOR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Oman,OMN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Asia,ASZ,Lower middle income,LMC,Pakistan,PAK,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Micronesia,OMI,Upper middle income,UMC,Palau,PLW,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,Lower middle income,LMC,Palestine,PSE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Central America,AMM,Upper middle income,UMC,Panama,PAN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Melanesia,OME,Lower middle income,LMC,Papua New Guinea,PNG,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South America,AMZ,Upper middle income,UMC,Paraguay,PRY,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South America,AMZ,Upper middle income,UMC,Peru,PER,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South­Eastern Asia,ASE,Lower middle income,LMC,Philippines,PHL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Europe,EUE,High income,HIC,Poland,POL,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,High income,HIC,Portugal,PRT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Caribbean,AMC,High income,HIC,Puerto Rico,PRI,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Qatar,QAT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Europe,EUE,Upper middle income,UMC,Romania,ROU,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Europe,EUE,Upper middle income,UMC,Russian Federation,RUS,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Low income,LIC,Rwanda,RWA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,1.3,1.2,1,0.9,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Polynesia,OPY,Lower middle income,LMC,Samoa,WSM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,High income,HIC,San Marino,SMR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Middle Africa,AFM,Lower middle income,LMC,Sao Tome and Principe,STP,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Asia,ASW,High income,HIC,Saudi Arabia,SAU,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Africa,AFW,Low income,LIC,Senegal,SEN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.1,0.1,0.1
Southern Europe,EUZ,Upper middle income,UMC,Serbia,SRB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Eastern Africa,AFE,High income,HIC,Seychelles,SYC,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Western Africa,AFW,Low income,LIC,Sierra Leone,SLE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.4,0.4,0.4
South­Eastern Asia,ASE,High income,HIC,Singapore,SGP,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,High income,HIC,Slovakia,SVK,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Europe,EUZ,High income,HIC,Slovenia,SVN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Melanesia,OME,Lower middle income,LMC,Solomon Islands,SLB,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Low income,LIC,Somalia,SOM,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Africa,AFZ,Upper middle income,UMC,South Africa,ZAF,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,6.9,6.7,6.3,5.8,5.5,5.1,4.8,4.7,4.5,4.4,4.3,4.3,4.3,4.3,4.3,4.4,4.4
Eastern Africa,AFE,Low income,LIC,South Sudan,SSD,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.7,0.8,0.9,0.8,0.8,0.7,0.7,0.6,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Southern Europe,EUZ,High income,HIC,Spain,ESP,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Southern Asia,ASZ,Lower middle income,LMC,Sri Lanka,LKA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Caribbean,AMC,High income,HIC,St. Kitts and Nevis,KNA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Caribbean,AMC,Upper middle income,UMC,St. Lucia,LCA,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Caribbean,AMC,Upper middle income,UMC,St. Vincent and the Grenadines,VCT,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
Northern Africa,AFN,Lower middle income,LMC,Sudan,SDN,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
South America,AMZ,Upper middle income,UMC,Suriname,SUR,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.9,0.9,0.8,0.7,0.7,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7
Southern Africa,AFZ,Lower middle income,LMC,Swaziland,SWZ,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,14.6,13.9,13.2,12.3,11.5,10.7,10.1,9.7,9.6,9.5,9.5,9.6,9.8,9.8,9.6,9.3,8.9
Northern Europe,EUN,High income,HIC,Sweden,SWE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Western Europe,EUW,High income,HIC,Switzerland,CHE,Indicator 6: HIV prevalence,6,Goal 3: Good Health and Well-being,3,"HIV Prevalence (15-24) Low estimate (%), female",SH.HIV.PREV.1524.L.ZS.FE,Female,,,,,,,,,,,,,,,,,
